Date,Open,High,Low,Price
28-Mar-2018,10143.6,10158.35,10096.9,10113.7
27-Mar-2018,10188,10207.9,10139.65,10184.15
26-Mar-2018,9989.15,10143.5,9958.55,10130.65
23-Mar-2018,9968.8,10027.7,9951.9,9998.05
22-Mar-2018,10167.5,10207.85,10105.4,10114.75
21-Mar-2018,10181.95,10227.3,10132.95,10155.25
20-Mar-2018,10051.55,10155.65,10049.1,10124.35
19-Mar-2018,10215.35,10224.55,10075.3,10094.25
16-Mar-2018,10345.15,10346.3,10180.25,10195.15
15-Mar-2018,10405.45,10420,10346.2,10360.15
14-Mar-2018,10393.05,10420.35,10336.3,10410.9
13-Mar-2018,10389.5,10478.6,10377.85,10426.85
12-Mar-2018,10301.6,10433.65,10295.45,10421.4
09-Mar-2018,10271.3,10296.7,10211.9,10226.85
08-Mar-2018,10216.25,10270.35,10146.4,10242.65
07-Mar-2018,10232.95,10243.35,10141.55,10154.2
06-Mar-2018,10420.5,10441.35,10215.9,10249.25
05-Mar-2018,10428.3,10428.7,10323.9,10358.85
01-Mar-2018,10479.95,10525.5,10447.15,10458.35
28-Feb-2018,10488.95,10535.5,10461.55,10492.85
27-Feb-2018,10615.2,10631.65,10537.25,10554.3
26-Feb-2018,10526.55,10592.95,10520.2,10582.6
23-Feb-2018,10408.1,10499.1,10396.65,10491.05
22-Feb-2018,10354.35,10397.55,10340.65,10382.7
21-Feb-2018,10426,10426.1,10349.6,10397.45
20-Feb-2018,10391,10429.35,10347.65,10360.4
19-Feb-2018,10488.9,10489.35,10302.75,10378.4
16-Feb-2018,10596.2,10612.9,10434.05,10452.3
15-Feb-2018,10537.9,10618.1,10511.05,10545.5
14-Feb-2018,10585.75,10590.55,10456.65,10500.9
12-Feb-2018,10518.2,10555.5,10485.4,10539.75
09-Feb-2018,10416.5,10480.2,10398.2,10454.95
08-Feb-2018,10518.5,10637.8,10479.55,10576.85
07-Feb-2018,10607.2,10614,10446.4,10476.7
06-Feb-2018,10295.15,10594.15,10276.3,10498.25
05-Feb-2018,10604.3,10702.75,10586.8,10666.55
02-Feb-2018,10938.2,10954.95,10736.1,10760.6
01-Feb-2018,11044.55,11117.35,10878.8,11016.9
31-Jan-2018,11018.8,11058.5,10979.3,11027.7
30-Jan-2018,11120.85,11121.1,11033.9,11049.65
29-Jan-2018,11079.35,11171.55,11075.95,11130.4
25-Jan-2018,11095.6,11095.6,11009.2,11069.65
24-Jan-2018,11069.35,11110.1,11046.15,11086
23-Jan-2018,10997.4,11092.9,10994.55,11083.7
22-Jan-2018,10883.2,10975.1,10881.4,10966.2
19-Jan-2018,10829.2,10906.85,10793.9,10894.7
18-Jan-2018,10873.4,10887.5,10782.4,10817
17-Jan-2018,10702.45,10803,10666.75,10788.55
16-Jan-2018,10761.5,10762.35,10687.85,10700.45
15-Jan-2018,10718.5,10782.65,10713.8,10741.55
12-Jan-2018,10682.55,10690.4,10597.1,10681.25
11-Jan-2018,10637.05,10664.6,10612.35,10651.2
10-Jan-2018,10652.05,10655.5,10592.7,10632.2
09-Jan-2018,10645.1,10659.15,10603.6,10637
08-Jan-2018,10591.7,10631.2,10588.55,10623.6
05-Jan-2018,10534.25,10566.1,10520.1,10558.85
04-Jan-2018,10469.4,10513,10441.45,10504.8
03-Jan-2018,10482.65,10503.6,10429.55,10443.2
02-Jan-2018,10477.55,10495.2,10404.65,10442.2
01-Jan-2018,10531.7,10537.85,10423.1,10435.55
"Dec 29, 2017",10492.35,10538.7,10488.65,10530.7
"Dec 28, 2017",10498.2,10534.55,10460.45,10477.9
"Dec 27, 2017",10531.05,10552.4,10469.25,10490.75
"Dec 26, 2017",10512.3,10545.45,10477.95,10531.5
"Dec 22, 2017",10457.3,10501.1,10448.25,10493
"Dec 21, 2017",10473.95,10473.95,10426.9,10440.3
"Dec 20, 2017",10494.4,10494.45,10437.15,10444.2
"Dec 19, 2017",10414.8,10472.2,10406,10463.2
"Dec 18, 2017",10263.1,10443.55,10074.8,10388.75
"Dec 15, 2017",10345.65,10373.1,10319.65,10333.25
"Dec 14, 2017",10229.3,10276.1,10141.55,10252.1
"Dec 13, 2017",10236.6,10296.55,10169.85,10192.95
"Dec 12, 2017",10324.9,10326.1,10230.2,10240.15
"Dec 11, 2017",10310.5,10329.2,10282.05,10322.25
"Dec 08, 2017",10198.45,10270.85,10195.25,10265.65
"Dec 07, 2017",10063.45,10182.65,10061.9,10166.7
"Dec 06, 2017",10088.8,10104.2,10033.35,10044.1
"Dec 05, 2017",10118.25,10147.95,10069.1,10118.25
"Dec 04, 2017",10175.05,10179.2,10095.7,10127.75
"Dec 01, 2017",10263.7,10272.7,10108.55,10121.8
"Nov 30, 2017",10332.7,10332.7,10211.25,10226.55
"Nov 29, 2017",10376.65,10392.95,10345.9,10361.3
"Nov 28, 2017",10387.9,10409.55,10355.2,10370.25
"Nov 27, 2017",10361.05,10407.15,10340.2,10399.55
"Nov 24, 2017",10366.8,10404.5,10362.25,10389.7
"Nov 23, 2017",10358.45,10374.3,10307.3,10348.75
"Nov 22, 2017",10350.8,10368.7,10309.55,10342.3
"Nov 21, 2017",10329.25,10358.7,10315.05,10326.9
"Nov 20, 2017",10287.2,10309.85,10261.5,10298.75
"Nov 17, 2017",10324.55,10343.6,10268.05,10283.6
"Nov 16, 2017",10152.9,10232.25,10139.2,10214.75
"Nov 15, 2017",10171.95,10175.45,10094,10118.05
"Nov 14, 2017",10223.4,10248,10175.55,10186.6
"Nov 13, 2017",10322,10334.15,10216.25,10224.95
"Nov 10, 2017",10304.35,10344.95,10254.1,10321.75
"Nov 09, 2017",10358.65,10368.45,10266.95,10308.95
"Nov 08, 2017",10361.95,10384.25,10285.5,10303.15
"Nov 07, 2017",10477.15,10485.75,10340.8,10350.15
"Nov 06, 2017",10431.75,10490.45,10413.75,10451.8
"Nov 03, 2017",10461.55,10461.7,10403.6,10452.5
"Nov 02, 2017",10440.5,10453,10412.55,10423.8
"Nov 01, 2017",10390.35,10451.65,10383.05,10440.5
"Oct 31, 2017",10364.9,10367.7,10323.95,10335.3
"Oct 30, 2017",10353.85,10384.5,10344.3,10363.65
"Oct 27, 2017",10362.3,10366.15,10311.3,10323.05
"Oct 26, 2017",10291.8,10355.65,10271.85,10343.8
"Oct 25, 2017",10321.15,10340.55,10240.9,10295.35
"Oct 24, 2017",10218.55,10237.75,10182.4,10207.7
"Oct 23, 2017",10176.65,10224.15,10124.5,10184.85
"Oct 19, 2017",10210.35,10211.95,10123.35,10146.55
"Oct 18, 2017",10209.4,10236.45,10175.75,10210.85
"Oct 17, 2017",10227.65,10251.85,10212.6,10234.45
"Oct 16, 2017",10207.4,10242.95,10175.1,10230.85
"Oct 13, 2017",10123.7,10191.9,10120.1,10167.45
"Oct 12, 2017",10011.2,10104.45,9977.1,10096.4
"Oct 11, 2017",10042.6,10067.25,9955.8,9984.8
"Oct 10, 2017",10013.7,10034,10002.3,10016.95
"Oct 09, 2017",9988.2,10015.75,9959.45,9988.75
"Oct 06, 2017",9908.15,9989.35,9906.6,9979.7
"Oct 05, 2017",9927,9945.95,9881.85,9888.7
"Oct 04, 2017",9884.35,9938.3,9850.65,9914.9
"Oct 03, 2017",9893.3,9895.4,9831.05,9859.5
"Sep 29, 2017",9814.3,9854,9775.35,9788.6
"Sep 28, 2017",9736.4,9789.2,9687.55,9768.95
"Sep 27, 2017",9920.6,9921.05,9714.4,9735.75
"Sep 26, 2017",9875.25,9891.35,9813,9871.5
"Sep 25, 2017",9960.1,9960.5,9816.05,9872.6
"Sep 22, 2017",10094.35,10095.05,9952.8,9964.4
"Sep 21, 2017",10139.6,10158.9,10058.6,10121.9
"Sep 20, 2017",10160.95,10171.05,10134.2,10141.15
"Sep 19, 2017",10175.6,10178.95,10129.95,10147.55
"Sep 18, 2017",10133.1,10171.7,10131.3,10153.1
"Sep 15, 2017",10062.35,10115.15,10043.65,10085.4
"Sep 14, 2017",10107.4,10126.5,10070.35,10086.6
"Sep 13, 2017",10099.25,10131.95,10063.15,10079.3
"Sep 12, 2017",10056.85,10097.55,10028.05,10093.05
"Sep 11, 2017",9971.75,10028.65,9968.8,10006.05
"Sep 08, 2017",9958.65,9963.6,9913.3,9934.8
"Sep 07, 2017",9945.85,9964.85,9917.2,9929.9
"Sep 06, 2017",9899.25,9931.55,9882.55,9916.2
"Sep 05, 2017",9933.25,9963.1,9901.05,9952.2
"Sep 04, 2017",9984.15,9988.4,9861,9912.85
"Sep 01, 2017",9937.65,9983.45,9909.85,9974.4
"Aug 31, 2017",9905.7,9925.1,9856.95,9917.9
"Aug 30, 2017",9859.5,9909.45,9850.8,9884.4
"Aug 29, 2017",9886.4,9887.35,9783.75,9796.05
"Aug 28, 2017",9907.15,9925.75,9882,9912.8
"Aug 24, 2017",9881.2,9881.5,9848.85,9857.05
"Aug 23, 2017",9803.05,9857.9,9786.75,9852.5
"Aug 22, 2017",9815.75,9828.45,9752.6,9765.55
"Aug 21, 2017",9864.25,9884.35,9740.1,9754.35
"Aug 18, 2017",9865.95,9865.95,9783.65,9837.4
"Aug 17, 2017",9945.55,9947.8,9883.75,9904.15
"Aug 16, 2017",9825.85,9903.95,9773.85,9897.3
"Aug 14, 2017",9755.75,9818.3,9752.1,9794.15
"Aug 11, 2017",9712.15,9771.65,9685.55,9710.8
"Aug 10, 2017",9872.85,9892.65,9776.2,9820.25
"Aug 09, 2017",9961.15,9969.8,9893.05,9908.05
"Aug 08, 2017",10068.35,10083.8,9947,9978.55
"Aug 07, 2017",10074.8,10088.1,10046.35,10057.4
"Aug 04, 2017",10008.6,10075.25,9988.35,10066.4
"Aug 03, 2017",10081.15,10081.15,9998.25,10013.65
"Aug 02, 2017",10136.3,10137.85,10054.2,10081.5
"Aug 01, 2017",10101.05,10128.6,10065.75,10114.65
"Jul 31, 2017",10034.7,10085.9,10016.95,10077.1
"Jul 28, 2017",9996.55,10026.05,9944.5,10014.5
"Jul 27, 2017",10063.25,10114.85,10005.5,10020.55
"Jul 26, 2017",9983.65,10025.95,9965.95,10020.65
"Jul 25, 2017",10010.55,10011.3,9949.1,9964.55
"Jul 24, 2017",9936.8,9982.05,9919.6,9966.4
"Jul 21, 2017",9899.6,9924.7,9838,9915.25
"Jul 20, 2017",9920.2,9922.55,9863.45,9873.3
"Jul 19, 2017",9855.95,9905.05,9851.65,9899.6
"Jul 18, 2017",9832.7,9885.35,9792.05,9827.15
"Jul 17, 2017",9908.15,9928.2,9894.7,9915.95
"Jul 14, 2017",9913.3,9913.3,9845.45,9886.35
"Jul 13, 2017",9855.8,9897.25,9853.45,9891.7
"Jul 12, 2017",9807.3,9824.95,9787.7,9816.1
"Jul 11, 2017",9797.45,9830.05,9778.85,9786.05
"Jul 10, 2017",9719.3,9782.15,9646.45,9771.05
"Jul 07, 2017",9670.35,9684.25,9642.65,9665.8
"Jul 06, 2017",9653.6,9700.7,9639.95,9674.55
"Jul 05, 2017",9619.75,9643.65,9607.35,9637.6
"Jul 04, 2017",9645.9,9650.65,9595.5,9613.3
"Jul 03, 2017",9587.95,9624,9543.55,9615
"Jun 30, 2017",9478.5,9535.8,9448.75,9520.9
"Jun 29, 2017",9522.95,9575.8,9493.8,9504.1
"Jun 28, 2017",9520.2,9522.5,9474.35,9491.25
"Jun 27, 2017",9594.05,9615.4,9473.45,9511.4
"Jun 23, 2017",9643.25,9647.65,9565.3,9574.95
"Jun 22, 2017",9642.65,9698.85,9617.75,9630
"Jun 21, 2017",9648.1,9650.45,9608.6,9633.6
"Jun 20, 2017",9670.5,9676.5,9643.75,9653.5
"Jun 19, 2017",9626.4,9673.3,9614.9,9657.55
"Jun 16, 2017",9595.45,9615.85,9565.5,9588.05
"Jun 15, 2017",9617.9,9621.4,9560.8,9578.05
"Jun 14, 2017",9621.55,9627.4,9580.45,9618.15
"Jun 13, 2017",9615.55,9654.15,9595.4,9606.9
"Jun 12, 2017",9646.7,9647.05,9598.5,9616.4
"Jun 09, 2017",9638.55,9676.25,9608.15,9668.25
"Jun 08, 2017",9682.4,9688.7,9641.5,9647.25
"Jun 07, 2017",9663.95,9678.55,9630.55,9663.9
"Jun 06, 2017",9704.25,9709.3,9630.2,9637.15
"Jun 05, 2017",9656.3,9687.2,9640.7,9675.1
"Jun 02, 2017",9657.15,9673.5,9637.45,9653.5
"Jun 01, 2017",9603.55,9634.65,9589.9,9616.1
"May 31, 2017",9636.55,9649.6,9609.25,9621.25
"May 30, 2017",9590.65,9635.3,9581.2,9624.55
"May 29, 2017",9560.05,9637.75,9547.7,9604.9
"May 26, 2017",9507.75,9604.9,9495.4,9595.1
"May 25, 2017",9384.05,9523.3,9379.2,9509.75
"May 24, 2017",9410.9,9431.9,9341.65,9360.55
"May 23, 2017",9445.05,9448.05,9370,9386.15
"May 22, 2017",9480.25,9498.65,9427.9,9438.25
"May 19, 2017",9469.9,9505.75,9390.75,9427.9
"May 18, 2017",9453.2,9489.1,9418.1,9429.45
"May 17, 2017",9517.6,9532.6,9486.1,9525.75
"May 16, 2017",9461,9517.2,9456.35,9512.25
"May 15, 2017",9433.55,9449.25,9423.1,9445.4
"May 12, 2017",9436.65,9437.75,9372.55,9400.9
"May 11, 2017",9448.6,9450.65,9411.3,9422.4
"May 10, 2017",9339.65,9414.75,9336,9407.3
"May 09, 2017",9337.35,9338.95,9307.7,9316.85
"May 08, 2017",9311.45,9338.7,9297.95,9314.05
"May 05, 2017",9374.55,9377.1,9272,9285.3
"May 04, 2017",9360.95,9365.65,9323.25,9359.9
"May 03, 2017",9344.7,9346.3,9298.4,9311.95
"May 02, 2017",9339.85,9352.55,9269.9,9313.8
"Apr 28, 2017",9340.95,9342.65,9282.25,9304.05
"Apr 27, 2017",9359.15,9367.15,9322.65,9342.15
"Apr 26, 2017",9336.2,9367,9301.35,9351.85
"Apr 25, 2017",9273.05,9309.2,9250.35,9306.6
"Apr 24, 2017",9135.35,9225.4,9130.55,9217.95
"Apr 21, 2017",9179.1,9183.65,9088.75,9119.4
"Apr 20, 2017",9108.1,9143.9,9102.65,9136.4
"Apr 19, 2017",9112.2,9120.5,9075.15,9103.5
"Apr 18, 2017",9163,9217.9,9095.45,9105.15
"Apr 17, 2017",9144.75,9160,9120.25,9139.3
"Apr 13, 2017",9202.5,9202.65,9144.95,9150.8
"Apr 12, 2017",9242.5,9246.4,9161.8,9203.45
"Apr 11, 2017",9184.55,9242.7,9172.85,9237
"Apr 10, 2017",9225.6,9225.65,9174.85,9181.45
"Apr 07, 2017",9223.7,9250.5,9188.1,9198.3
"Apr 06, 2017",9245.8,9267.95,9218.85,9261.95
"Apr 05, 2017",9264.4,9273.9,9215.4,9265.15
"Apr 03, 2017",9220.6,9245.35,9192.4,9237.85
"Mar 31, 2017",9158.9,9191.7,9152.1,9173.75
"Mar 30, 2017",9142.6,9183.15,9136.35,9173.75
"Mar 29, 2017",9128.7,9153.15,9109.1,9143.8
"Mar 28, 2017",9081.5,9110.4,9079.8,9100.8
"Mar 27, 2017",9093.45,9094.85,9024.65,9045.2
"Mar 24, 2017",9104,9133.55,9089.4,9108
"Mar 23, 2017",9048.75,9099.05,9048.6,9086.3
"Mar 22, 2017",9047.2,9072.9,9019.3,9030.45
"Mar 21, 2017",9133.95,9147.75,9087.2,9121.5
"Mar 20, 2017",9166.95,9167.6,9116.3,9126.85
"Mar 17, 2017",9207.8,9218.4,9147.6,9160.05
"Mar 16, 2017",9129.65,9158.45,9128.55,9153.7
"Mar 15, 2017",9086.85,9106.55,9075.5,9084.8
"Mar 14, 2017",9091.65,9122.75,9060.5,9087
"Mar 10, 2017",8953.7,8975.7,8903.95,8934.55
"Mar 09, 2017",8914.5,8945.8,8899.5,8927
"Mar 08, 2017",8950.7,8957.05,8891.95,8924.3
"Mar 07, 2017",8977.75,8977.85,8932.8,8946.9
"Mar 06, 2017",8915.1,8967.8,8914,8963.45
"Mar 03, 2017",8883.5,8907.1,8860.1,8897.55
"Mar 02, 2017",8982.85,8992.5,8879.8,8899.75
"Mar 01, 2017",8904.4,8960.8,8898.6,8945.8
"Feb 28, 2017",8898.95,8914.75,8867.6,8879.6
"Feb 27, 2017",8943.7,8951.8,8888.65,8896.7
"Feb 23, 2017",8956.4,8982.15,8927.55,8939.5
"Feb 22, 2017",8931.6,8960.75,8905.25,8926.9
"Feb 21, 2017",8890.75,8920.8,8860.95,8907.85
"Feb 20, 2017",8818.55,8886.25,8809.8,8879.2
"Feb 17, 2017",8883.7,8896.45,8804.25,8821.7
"Feb 16, 2017",8739,8783.95,8719.6,8778
"Feb 15, 2017",8778.95,8807.9,8712.85,8724.7
"Feb 14, 2017",8819.9,8820.45,8772.5,8792.3
"Feb 13, 2017",8819.8,8826.9,8754.2,8805.05
"Feb 10, 2017",8812.35,8822.1,8771.2,8793.55
"Feb 09, 2017",8795.55,8821.4,8724.1,8778.4
"Feb 08, 2017",8774.55,8791.25,8715,8769.05
"Feb 07, 2017",8805.7,8809.3,8741.05,8768.3
"Feb 06, 2017",8785.45,8814.1,8770.2,8801.05
"Feb 03, 2017",8735.15,8748.25,8707.75,8740.95
"Feb 02, 2017",8724.75,8757.6,8685.8,8734.25
"Feb 01, 2017",8570.35,8722.4,8537.5,8716.4
"Jan 31, 2017",8629.45,8631.75,8552.4,8561.3
