Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
GAIL,31-Dec-2018,31-Jan-2019,CE,240,0,0,0,106.65,0,121.85,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,470,0,0,0,5.2,0,0.05,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,260,0,0,0,89.35,0,101.95,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,270,0,0,0,81.2,0,92.05,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,280,0,0,0,73.45,0,82.1,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,290,0,0,0,66.15,0,72.25,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,300,0,0,0,55,55,62.5,0,0,0,2667,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,310,0,0,0,52.85,0,52.95,0,0,0,0,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,320,0,0,0,37.35,37.35,43.8,0,0,0,26670,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,330,27,29.6,26.95,29.6,29.6,29.6,3,28.63,2.23,18669,-5334,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,340,20.8,22.1,20.8,22.1,22.1,22.1,2,19.28,1.14,40005,-2667,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,350,14.6,16.3,13.4,15.7,15.45,15.7,26,252.94,10.24,98679,0,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,360,10.8,11.25,9.05,10.8,10.65,10.8,173,1708.03,47.02,218694,-10668,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,370,7,7.6,5.9,7.15,6.8,7.15,181,1818.85,32.76,696087,29337,360.3
GAIL,31-Dec-2018,31-Jan-2019,CE,380,4.65,4.9,3.85,4.55,4.6,4.55,87,891.84,10.13,178689,-21336,360.3
